12522.5805416, 10621.4927227, 0
11824.0779114, 7659.03703654, 0
12134.1569356, 5528.95900728, 0
6642.88428022, 12177.7010999, 0
2663.2244767, 5746.73315217, 0
11956.2105675, 10582.1623228, 0
2955.5002828, 1783.61607723, 0
10719.7958893, 8351.48784379, 0
8597.59683381, 7924.1326054, 0
1857.58112662, 8876.99379268, 0
9951.97410982, 3781.95790513, 0
2643.69707325, 1333.79902974, 0
2796.06112194, 4361.47096801, 0
10533.1049872, 2266.26203355, 0
8840.29784116, 3371.89876274, 0
5879.50985526, 6895.81380165, 0
4894.44809639, 9019.9467962, 0
4683.71332862, 863.238291433, 0
10838.9508841, 12726.8537079, 0
11847.3007365, 9914.66246816, 0
3569.97835414, 3043.97854187, 0
4907.35905805, 6762.16369546, 0
10853.9769435, 10003.3501228, 0
12769.3688964, 5098.02559614, 0
8649.6514731, 9227.92725348, 0
10914.9605373, 7194.24587744, 0
3997.62841591, 11202.0660385, 0
2693.53395095, 1368.69853846, 0
3544.55758788, 10793.4071679, 0
12645.907597, 11145.4305708, 0
8950.42894397, 847.602406268, 0
6848.09874268, 7222.73982008, 0
3978.30401123, 2116.80753132, 0
7734.59614388, 8261.46816197, 0
12352.9939912, 7769.52889154, 0
6738.39592382, 4725.49516404, 0
6751.92991718, 8595.11636284, 0
10531.3601082, 11527.5523976, 0
12679.2244028, 1269.5778873, 0
7927.80919106, 10567.599938, 0
7851.2984512, 6159.34424166, 0
11822.3477881, 7761.90040233, 0
10767.6512021, 1762.51007372, 0
9696.47043056, 3781.96316313, 0
2979.76985051, 8563.12980801, 0
9670.4391732, 11769.4184305, 0
6785.89747654, 1644.74934132, 0
7575.28794648, 6743.92662823, 0
10627.1003816, 7011.09096949, 0
6969.15701077, 6167.14193363, 0
6984.48317508, 7624.22919464, 0
6559.47126806, 8916.42112567, 0
2543.30638602, 4981.44912573, 0
653.550498613, 2184.35495354, 0
7897.75930445, 2707.02028953, 0
5543.84534038, 10603.4380572, 0
7608.58691805, 2457.12257865, 0
10646.7785358, 154.827490153, 0
1570.49872605, 11194.6369922, 0
3914.70456253, 9459.74968035, 0
7813.65755764, 7662.37433842, 0
2987.69244884, 10182.4861039, 0
9638.8542619, 12114.0121096, 0
9691.75585197, 5161.97032867, 0
10846.2995013, 2075.05788537, 0
2740.1020969, 735.093326184, 0
8752.92617781, 2693.32355724, 0
5836.09566406, 6490.66962109, 0
9524.1001967, 11197.1864093, 0
10777.3832366, 5991.80120027, 0
5547.02992433, 5370.00820757, 0
1980.28332198, 1766.01933448, 0
4523.45658962, 10635.6507112, 0
10623.1792093, 1779.92639954, 0
8824.22670666, 6433.95147472, 0
4527.31869246, 10138.2922136, 0
3558.78322571, 1029.67856032, 0
10724.4212284, 10925.0181956, 0
607.268990277, 598.095588329, 0
1658.36128324, 10873.257778, 0
5743.87915517, 8606.66461222, 0
539.978802868, 12783.7427147, 0
10816.6011607, 903.684758985, 0
4770.17225719, 12350.5478028, 0
1876.50904072, 11997.2153874, 0
10608.0890052, 9681.12266318, 0
12197.8523282, 1835.40033462, 0
4636.86060591, 5860.79440743, 0
7687.37548835, 10678.2434481, 0
906.067034487, 8600.9134353, 0
7678.5752912, 1719.80930794, 0
11543.7652555, 8860.09861957, 0
2877.77187385, 6251.00349584, 0
4823.80182947, 4492.93527546, 0
816.474120989, 11895.9025507, 0
10950.4661188, 11235.6825952, 0
10924.510699, 8054.09383341, 0
10836.4701081, 6922.38021635, 0
11736.2708105, 4150.192039, 0
720.893924608, 48.2179523576, 0
4797.72312634, 10406.4939385, 0
10670.5951784, 9661.29028832, 0
12534.5489528, 3584.13624246, 0
1561.1185017, 12130.239249, 0
8649.86088069, 11772.5668102, 0
1635.7664338, 11338.4291502, 0
2713.30854633, 668.467043554, 0
4812.30384075, 8842.17326805, 0
1779.8165043, 9761.18886987, 0
5900.42573714, 1195.98047933, 0
7980.51398621, 11422.8393196, 0
7755.48132858, 6612.34838961, 0
11546.7445425, 11384.1618638, 0
5572.01437083, 9590.77701977, 0
5699.1687526, 6270.12958436, 0
3738.96604965, 1773.46877724, 0
8820.45119709, 5962.89479027, 0
5820.89498318, 1434.0141903, 0
928.763283502, 4557.79785345, 0
10902.3090983, 4433.53162654, 0
6974.1609571, 10865.8674342, 0
3773.52530874, 1987.65673615, 0
12278.5487249, 11333.9283075, 0
12533.7953096, 6667.29581357, 0
4593.32956517, 8566.96980125, 0
888.908521769, 4687.68072987, 0
10895.0433336, 10530.7992084, 0
6543.78567581, 7726.82483211, 0
12502.1215828, 7956.27832499, 0
3561.17747443, 2180.05887334, 0
4920.84992846, 1320.1830452, 0
6885.16154756, 4831.83706007, 0
12583.5909033, 1500.75992015, 0
990.379210109, 3385.87099338, 0
7670.08345924, 7462.99884753, 0
2892.54717511, 1283.2684757, 0
9538.04461713, 11491.4205358, 0
6587.75462545, 8550.8983867, 0
12447.2747627, 8536.11974543, 0
8996.80008984, 8874.90588199, 0
12652.271031, 9345.49608964, 0
10782.9915212, 9133.67535822, 0
7829.59360006, 4101.21842255, 0
6817.43521066, 574.953650648, 0
4932.6288109, 248.026674442, 0
10754.5186177, 11532.9302688, 0
1752.82085815, 7863.52595247, 0
6991.75635712, 3781.2952155, 0
4526.74014761, 9414.41159513, 0
12423.4081072, 1322.53186107, 0
2832.12474053, 7810.06756452, 0
11969.8546842, 9302.73675891, 0
9881.37865515, 11838.1915565, 0
8502.71216163, 569.975957002, 0
10735.3030166, 8000.88285476, 0
11980.1865074, 3722.01765067, 0
5863.20867741, 9440.65856468, 0
4853.45222254, 9771.46699373, 0
10656.7434728, 7745.01877968, 0
728.294438203, 1886.64504752, 0
4614.00405859, 10212.4840429, 0
6835.32038238, 2028.6691932, 0
10631.5404839, 2922.13742046, 0
8754.18626154, 7807.36509811, 0
9736.937858, 6738.42210834, 0
6905.53216195, 10409.7417813, 0
11985.2750754, 3838.18064492, 0
11992.3739614, 9216.18000808, 0
4503.40168961, 134.199749892, 0
5876.73632733, 11087.1412156, 0
10708.9466625, 8367.60802185, 0
4578.72527434, 8991.05128661, 0
6629.07549562, 11815.6328797, 0
3814.92603438, 2572.1434123, 0
5678.72711658, 4207.84594334, 0
6512.12967323, 11310.3449864, 0
757.771485272, 2709.38160202, 0
10690.2864642, 11010.0812435, 0
12775.0924297, 7787.25379984, 0
5798.78241748, 9235.7725863, 0
10655.6278016, 1637.70056476, 0
3759.66373926, 12252.9007339, 0
979.04270435, 4323.19316591, 0
687.671778312, 7356.02288118, 0
11754.2101304, 10403.6636236, 0
3983.47146476, 12587.8065047, 0
11913.1530143, 1632.36020336, 0
6621.4442723, 7834.68229537, 0
5583.09520266, 10367.3697876, 0
